Year Built,Basement Area (sqft),Living Area (sqft),Total Room,Garage Cars,Yr Sold,SalePrice,Garage,Age (years)
1978,672,1386,6,2,2010,158900,L,32
1962,864,1812,8,1,2007,169500,S,45
2003,1553,1553,6,2,2009,234500,L,6
1910,440,1230,5,2,2009,110000,L,99
1955,972,972,5,1,2010,122500,S,55
1955,0,827,5,1,2010,107500,S,55
1961,1029,1029,5,1,2007,118500,S,46
1972,864,864,5,1,2009,133500,S,37
1959,1398,1700,6,2,2010,165500,L,51
1956,936,936,4,1,2010,129000,S,54
2006,1088,1959,8,3,2007,270000,L,1
1984,585,1868,7,2,2007,178000,L,23
1960,1010,1134,6,1,2007,135000,S,47
2003,1337,1337,6,2,2007,185000,L,4
1929,704,1136,6,1,2008,123000,S,79
1953,0,2034,9,4,2007,130000,L,54
1900,954,2414,10,2,2006,160000,L,106
2002,831,1660,7,2,2009,195000,L,7
2005,1248,1248,5,2,2006,167240,L,1
1896,756,952,5,1,2010,50138,S,114
2006,1510,1525,6,2,2007,206580,L,1
1972,546,1092,5,1,2007,85500,S,35
1994,1986,1987,7,2,2008,301500,L,14
1983,520,1338,5,2,2009,156500,L,26
2004,1256,1269,6,2,2010,192000,L,6
1922,498,498,3,1,2006,35000,S,84
1962,864,864,5,1,2006,105000,S,44
1946,747,1639,6,1,2009,154400,S,63
2005,783,1484,8,2,2007,178900,L,2
1979,0,2240,12,2,2009,142953,L,30
1900,716,2014,8,2,2006,169000,L,106
1956,1050,1050,5,1,2009,128900,S,53
1966,832,2087,9,2,2007,187500,L,41
1932,853,2727,10,2,2007,315000,L,75
1950,576,864,5,1,2006,105000,S,56
2003,848,848,4,2,2009,144000,L,6
1972,768,768,5,1,2009,133900,S,37
1999,1004,1852,7,3,2008,230000,L,9
1980,1056,1056,4,2,2010,144000,L,30
1952,540,1044,4,2,2010,55993,L,58
2003,835,1696,7,2,2008,188000,L,5
1948,624,936,5,1,2006,97900,S,58
2006,1370,1370,6,2,2010,205000,L,4
1975,1069,1069,4,2,2006,146300,L,31
1972,525,1092,6,1,2006,108000,S,34
1958,864,864,6,1,2007,118000,S,49
2008,1145,1256,5,2,2009,195000,L,1
2006,1326,1326,6,2,2006,174190,L,0
1935,583,1242,6,1,2009,105000,S,74
1968,864,874,5,1,2006,126500,S,38
1996,1348,1384,7,2,2008,177900,L,12
1922,1040,2128,11,0,2009,62500,S,87
1999,744,1549,6,2,2008,172900,L,9
1970,1180,1180,6,2,2009,128000,L,39
1940,755,1510,7,1,2009,108000,S,69
1997,878,1692,8,2,2010,191000,L,13
1969,1198,1258,6,2,2008,108959,L,39
1971,483,987,5,1,2010,96000,S,39
2006,982,1977,7,3,2007,250000,L,1
1971,525,1092,6,1,2010,105500,S,39
1947,784,1312,6,2,2006,127000,L,59
1920,715,1738,7,1,2009,104900,S,89
1999,1344,1344,7,2,2010,166500,L,11
2006,1700,1718,7,3,2009,337500,L,3
1999,960,1607,7,2,2008,200000,L,9
1955,960,960,5,2,2006,135500,L,51
1963,1051,1382,6,2,2006,148000,L,43
1956,0,968,5,1,2007,104500,S,51
2002,1922,1922,6,3,2007,282000,L,5
1993,763,1655,7,2,2010,175900,L,17
2004,1594,1646,5,2,2006,300000,L,2
1964,1302,1302,7,1,2007,158000,S,43
1910,925,1889,9,1,2007,122000,S,97
1973,483,987,5,1,2006,83000,S,33
1912,755,2229,8,0,2009,104000,S,97
2007,725,1588,8,2,2007,212109,L,0
2007,918,2100,8,3,2007,319500,L,0
1977,1160,1676,6,2,2007,196000,L,30
1990,2158,2196,7,3,2009,271900,L,19
1966,793,1280,6,2,2007,175000,L,41
1927,660,756,4,2,2010,85000,L,83
2007,1338,1338,6,2,2007,208900,L,0
1974,1165,2061,8,2,2009,168500,L,35
1989,1495,1495,8,2,2008,150000,L,19
1958,1024,1344,6,1,2007,144000,S,49
1998,1482,1494,5,2,2007,215000,L,9
1998,1086,1924,7,2,2006,280000,L,8
1995,1595,1616,5,2,2010,236500,L,15
1967,1064,1064,6,2,2006,153600,L,39
1925,768,1015,6,1,2006,88000,S,81
1905,482,1912,7,2,2008,163000,L,103
2007,1710,1710,6,2,2008,334000,L,1
1954,1112,1112,6,1,2009,144800,S,55
2006,1249,2596,9,3,2006,342643,L,0
1955,0,1152,6,0,2007,61500,S,52
1927,1008,1028,5,2,2010,115000,L,83
1959,1194,1194,6,1,2010,148000,S,51
2008,1932,1932,7,3,2008,394617,L,0
1993,697,1501,6,2,2006,165600,L,13
1966,924,2157,8,2,2006,226000,L,40
1977,0,2020,10,2,2007,144000,L,30
1957,1070,1236,6,1,2006,134450,S,49
1954,948,948,5,1,2007,119000,S,53
2004,848,848,3,2,2008,141000,L,4
1977,1040,1040,5,2,2009,150500,L,32
2007,1580,1580,7,3,2008,235128,L,1
2005,1362,1362,6,2,2007,194700,L,2
1941,728,1355,5,2,2007,140000,L,66
1977,690,1426,6,2,2009,159500,L,32
1880,636,1750,8,1,2006,124000,S,126
1980,1686,1686,7,2,2006,207500,L,26
1994,990,990,5,2,2008,155000,L,14
2004,835,1119,5,2,2007,188500,L,3
1960,1118,1118,6,1,2008,153000,S,48
1956,1048,1048,6,1,2007,135000,S,51
1996,1117,2013,8,2,2007,269790,L,11
2003,1453,1479,7,2,2007,226000,L,4
1970,1277,1277,5,2,2007,167000,L,37
1970,546,1092,6,1,2007,75000,S,37
1959,1350,1328,5,1,2007,170000,S,48
1950,1164,1164,5,1,2008,125000,S,58
2006,1652,1662,8,3,2009,291000,L,3
1965,1499,1786,7,2,2008,228950,L,43
1966,894,894,5,1,2007,125000,S,41
1910,264,1432,7,2,2007,132000,L,97
1956,1150,1560,7,1,2009,103500,S,53
1994,1624,1624,5,3,2006,262000,L,12
1915,910,1826,7,1,2009,155000,S,94
1925,1072,1072,5,5,2009,126500,L,84
1999,1341,1341,5,2,2007,246900,L,8
1971,1078,1078,6,2,2010,149900,L,39
2000,756,1524,4,2,2006,166000,L,6
2005,750,1500,6,2,2006,173900,L,1
1971,672,1218,7,0,2006,91500,S,35
2001,1310,1310,5,2,2008,285000,L,7
2007,1282,1290,6,2,2009,200000,L,2
2001,1357,1947,7,3,2008,274000,L,7
1956,952,952,4,1,2008,135750,S,52
1971,483,987,4,1,2008,85400,S,37
1951,0,1600,6,1,2006,81500,S,55
1949,845,893,4,2,2007,135000,L,58
1932,637,1609,8,3,2006,199500,L,74
1900,1075,1798,7,2,2007,137000,L,107
1938,832,1268,7,1,2009,160000,S,71
1967,1865,1830,6,2,2006,278000,L,39
1996,920,936,3,2,2007,140000,L,11
2006,879,1863,9,3,2006,219210,L,0
1915,876,1416,7,3,2008,153900,L,93
1966,1093,1093,6,2,2007,158500,L,41
1948,810,1456,7,1,2006,91500,S,58
1920,798,840,5,1,2006,64000,S,86
1970,1008,2411,8,2,2007,240050,L,37
1990,1300,1341,5,2,2010,171500,L,20
2002,1573,1573,6,2,2009,227000,L,7
1915,1212,1392,6,0,2010,100000,S,95
1958,1261,1261,6,2,2008,163000,L,50
1967,1832,1832,8,0,2010,136000,S,43
2004,600,1200,4,2,2010,149500,L,6
1922,796,1154,7,1,2010,125500,S,88
1995,1128,2020,8,2,2009,239500,L,14
2005,728,1456,7,2,2008,189000,L,3
1922,1108,2068,8,1,2010,209500,S,88
1978,1140,1707,7,2,2009,184000,L,31
2003,1176,1200,5,2,2009,184900,L,6
2006,2220,2234,7,2,2007,441929,L,1
1921,629,1107,5,1,2010,110000,S,89
2000,1168,2787,8,4,2009,269500,L,9
1993,1148,2075,8,2,2007,255000,L,14
1940,840,1567,6,2,2009,205000,L,69
1984,876,923,5,1,2008,119500,S,24
1938,585,1053,5,0,2008,120000,S,70
1937,348,906,5,1,2008,87000,S,71
1974,1208,1494,7,2,2010,169000,L,36
2007,1350,1358,6,2,2009,212500,L,2
1957,928,928,5,1,2008,112500,S,51
1890,1088,1869,7,2,2009,124900,L,119
1930,697,1801,8,2,2006,210000,L,76
1959,1040,1040,6,1,2007,152000,S,48
1920,768,1376,7,2,2007,165000,L,87
2006,1240,1240,5,3,2007,194000,L,1
1993,1719,1719,6,2,2008,324000,L,15
1960,1296,1496,6,2,2008,141500,L,48
2005,1494,1506,7,2,2007,249000,L,2
2006,1342,1342,6,2,2008,219500,L,2
2006,1063,2172,9,3,2007,280000,L,1
2005,1270,1270,6,2,2007,175900,L,2
1925,588,1666,7,1,2008,161000,S,83
1968,702,1743,7,2,2007,175000,L,39
1966,814,913,6,1,2007,129000,S,41
1926,768,789,5,1,2007,96500,S,81
1994,423,1652,6,2,2010,203135,L,16
1965,828,965,6,1,2006,119900,S,41
1926,644,1316,6,1,2008,145000,S,82
1994,1097,1097,6,2,2009,145000,L,15
1977,994,2944,9,3,2008,150000,L,31
1961,988,988,5,2,2007,128500,L,46
1989,1210,2519,9,2,2006,335000,L,17
1994,1408,1679,7,2,2008,193500,L,14
1926,850,960,5,2,2007,103000,L,81
1920,565,1216,6,1,2008,115000,S,88
2003,796,1724,8,2,2006,196500,L,3
1996,1064,2125,12,2,2008,279500,L,12
1965,744,2140,7,2,2009,177500,L,44
1910,926,1650,6,2,2007,144100,L,97
2008,1402,1402,7,2,2009,229800,L,1
1937,1005,2267,7,2,2007,219000,L,70
1972,882,882,5,2,2007,112500,L,35
1910,1226,2104,9,2,2006,155000,L,96
1994,2024,2063,7,3,2009,315000,L,15
2007,1146,1246,5,2,2008,187687,L,1
1976,1143,1113,6,1,2007,148000,S,31
1975,945,980,4,0,2006,127500,S,31
1995,2033,3238,9,3,2010,410000,L,15
1956,1008,1008,6,1,2007,131000,S,51
1952,1031,1031,5,1,2009,145500,S,57
2007,728,1456,7,2,2007,177594,L,0
1970,546,1092,6,1,2006,71000,S,36
1938,972,1610,8,1,2010,124000,S,72
2007,1428,1428,6,2,2008,182000,L,1
1992,936,996,5,2,2010,147000,L,18
2005,1910,2000,8,3,2006,470000,L,1
1910,801,1447,6,0,2009,103000,S,99
1956,1015,1384,6,2,2006,159000,L,50
1956,988,1188,4,2,2008,185000,L,52
1951,216,1575,5,2,2006,155000,L,55
2000,952,2256,8,2,2009,236000,L,9
2000,936,1792,8,2,2008,186500,L,8
2007,1466,1466,7,3,2009,201000,L,2
1882,916,1742,8,2,2009,168000,L,127
2006,728,1456,8,2,2006,172785,L,0
1968,952,952,5,1,2007,128500,S,39
1941,929,2039,7,3,2006,167000,L,65
1978,672,1400,6,2,2006,149500,L,28
1985,1298,1298,5,2,2006,180000,L,21
1940,778,1489,7,1,2009,139500,S,69
1989,982,1034,4,2,2010,185000,L,21
1950,864,1238,6,1,2007,102000,S,57
1978,1057,1295,4,2,2007,213750,L,29
2005,893,1801,8,3,2006,239900,L,1
2005,891,1686,8,2,2006,184000,L,1
1917,735,2058,8,2,2008,129500,L,91
1961,964,964,5,2,2007,137500,L,46
1990,1673,3222,11,3,2010,320000,L,20
1998,1408,3078,9,3,2007,410000,L,9
1982,816,816,4,2,2008,138000,L,26
1976,836,836,5,1,2009,128500,S,33
1958,1395,1570,5,2,2008,166800,L,50
1935,901,1378,6,1,2009,128900,S,74
2004,835,1812,8,2,2009,193000,L,5
1977,975,1004,4,2,2006,135000,L,29
2005,945,1809,8,2,2006,209700,L,1
2004,848,848,4,2,2008,144500,L,4
1988,1392,1412,6,2,2009,175000,L,21
1919,610,819,4,0,2006,72000,S,87
1969,1164,1164,6,2,2006,140000,L,37
2002,1616,1629,9,3,2007,270000,L,5
2009,756,1547,7,2,2010,215200,L,1
2009,612,1224,4,2,2009,173733,L,0
1977,1243,1285,6,2,2010,190000,L,33
1992,761,1603,7,2,2006,175900,L,14
2003,1094,1094,6,2,2007,149000,L,4
1977,1386,1411,6,2,2009,82500,L,32
1970,864,864,5,2,2009,124500,L,39
1990,816,816,5,0,2007,118500,S,17
1976,1728,1728,8,2,2006,188000,L,30
1981,1440,1440,7,2,2007,182900,L,26
1988,1675,1688,6,2,2008,226500,L,20
1963,984,984,5,1,2008,128000,S,45
1951,1008,1363,6,1,2009,164900,S,58
1995,990,990,5,2,2006,156000,L,11
1963,1008,1008,5,2,2006,135000,L,43
1997,1344,1344,8,4,2008,206300,L,11
2003,1405,1405,6,2,2007,200000,L,4
2003,530,1080,4,2,2006,139000,L,3
1968,1489,1489,7,2,2009,185750,L,41
1954,967,1350,6,2,2006,146000,L,52
1978,0,1902,8,2,2010,112000,L,32
1948,1212,1668,6,1,2006,135000,S,58
1956,1200,1200,6,1,2009,144000,S,53
1972,689,2119,7,2,2009,158000,L,37
1977,894,894,5,1,2007,120750,S,30
1972,546,1092,5,1,2006,79400,S,34
1890,1313,2495,10,2,2008,184000,L,118
2006,2076,2076,7,3,2006,465000,L,0
2006,352,1442,6,2,2008,172500,L,2
2004,970,1709,7,2,2006,137500,L,2
2003,1432,1440,7,2,2008,232500,L,5
2007,752,1504,6,2,2007,166000,L,0
2004,848,848,3,2,2008,145000,L,4
1916,216,936,6,0,2006,78000,S,90
1966,1174,1200,6,2,2007,163500,L,41
2000,1455,2687,10,3,2009,327000,L,9
1947,756,1531,8,1,2010,127000,S,63
1925,702,1472,6,1,2007,125000,S,82
1978,864,864,6,1,2009,136500,S,31
1995,806,1572,7,2,2007,168000,L,12
1968,864,874,5,1,2009,130000,S,41
1948,0,869,3,1,2008,89900,S,60
1986,1606,1651,7,2,2008,184000,L,22
2007,895,1818,8,3,2007,281500,L,0
1999,840,1755,7,2,2006,214000,L,7
2006,1578,1578,7,3,2008,240000,L,2
1975,938,938,5,1,2008,130250,S,33
1960,978,1422,6,1,2007,139900,S,47
1932,793,1520,6,1,2009,159434,S,77
2007,1869,1869,6,2,2007,318061,L,0
2003,1181,2374,10,3,2007,285000,L,4
1900,978,1699,7,2,2009,95000,L,109
1945,0,640,5,1,2010,84900,S,65
1977,1029,1117,6,2,2008,147000,L,31
1993,1080,2097,9,3,2008,228000,L,15
1960,1561,1561,6,2,2009,193000,L,49
1957,1824,1824,9,2,2008,146000,L,51
2002,1536,1536,7,2,2008,214000,L,6
1967,1568,1568,7,2,2009,143000,L,42
2006,1293,1301,5,2,2006,187750,L,0
1925,960,995,5,1,2009,115000,S,84
1981,1226,1226,4,2,2009,211500,L,28
2005,1208,1208,6,2,2006,183600,L,1
2006,1520,1567,7,3,2006,264561,L,0
2006,1836,1846,7,2,2006,233555,L,0
1998,1237,1337,5,2,2006,153500,L,8
2000,814,1674,7,2,2010,216000,L,10
1966,955,955,6,1,2007,127000,S,41
1957,1104,1788,8,1,2009,161500,S,52
2004,1143,2473,9,3,2007,317000,L,3
1986,279,2726,6,2,2007,315000,L,21
1940,822,908,4,2,2007,138500,L,67
2007,1950,1950,7,3,2008,383000,L,1
1948,1082,1082,5,1,2007,119200,S,59
1970,1657,1657,7,2,2007,163500,L,37
1961,914,914,4,1,2007,128000,S,46
1968,912,1044,5,2,2008,139000,L,40
1967,1829,1829,8,2,2010,218500,L,43
1914,747,1784,9,1,2006,138887,S,92
2005,1992,2868,11,3,2006,556581,L,1
1972,1153,1193,6,2,2006,146500,L,34
2007,1530,1530,7,3,2009,250000,L,2
2000,969,2285,8,3,2007,248000,L,7
2003,1405,1405,6,2,2006,171750,L,3
2006,654,1496,7,2,2006,179665,L,0
2010,1222,1222,6,2,2010,187000,L,0
1969,971,971,5,1,2006,128500,S,37
1977,757,1475,6,1,2006,127000,S,29
1920,650,1482,7,2,2009,143000,L,89
1962,864,1211,6,2,2006,144000,L,44
1957,1134,1803,8,2,2006,155000,L,49
1950,0,1040,6,2,2006,93500,L,56
2006,1795,1795,7,3,2007,147000,L,1
1966,1517,1888,6,2,2010,190000,L,44
1965,960,960,6,1,2007,94750,S,42
1997,1664,1682,6,2,2008,247900,L,11
1925,1026,1820,8,1,2008,184000,S,83
1926,624,1479,6,1,2006,160000,S,80
2006,868,2021,9,2,2006,274725,L,0
1880,1008,2210,8,1,2007,117500,S,127
2003,1560,1560,7,2,2010,201000,L,7
1997,1057,2034,8,2,2009,219500,L,12
1924,872,872,5,1,2006,105000,S,82
2005,1082,1953,9,3,2009,252000,L,4
2006,1574,1574,7,3,2008,232000,L,2
1992,1095,2295,9,2,2006,268000,L,14
1968,1054,2654,9,2,2006,250000,L,38
1924,572,1096,5,0,2008,79000,S,84
1922,864,1414,8,0,2006,83000,S,84
2005,600,1200,4,2,2006,151000,L,1
1998,928,1772,7,2,2009,200000,L,11
1920,576,985,4,2,2010,105000,L,90
1988,559,1752,8,2,2010,164000,L,22
1997,1405,1337,5,2,2007,177000,L,10
1956,672,960,5,1,2009,112000,S,53
1976,848,2030,8,2,2007,195000,L,31
2001,858,1789,7,2,2008,223000,L,7
2004,848,848,3,2,2008,149300,L,4
2003,1405,1405,6,2,2009,173000,L,6
1996,729,1446,6,2,2008,175000,L,12
1964,1248,1350,6,2,2008,168500,L,44
1994,990,990,5,1,2007,146000,S,13
1997,384,1384,7,2,2007,161500,L,10
1963,1394,1394,6,2,2009,159000,L,46
1997,1417,1417,7,2,2009,210000,L,12
2005,1620,2790,10,4,2008,460000,L,3
1992,1280,1280,5,2,2008,180000,L,16
1961,1114,1114,5,2,2008,140000,L,47
2008,192,1133,7,1,2008,143000,S,0
2001,1581,1601,6,2,2010,272000,L,9
1976,536,1112,4,1,2010,85000,S,34
1945,735,1487,7,1,2010,113000,S,65
2005,728,1456,8,2,2006,170440,L,1
1964,1425,1425,7,2,2008,180500,L,44
2004,976,1708,7,2,2006,130000,L,2
1958,988,988,5,1,2010,119000,S,52
1958,819,1344,7,2,2009,137500,L,51
1940,788,804,4,1,2010,119000,S,70
2004,1782,1782,7,3,2009,296000,L,5
1950,0,1040,6,2,2006,81400,L,56
1952,1140,2461,7,2,2010,197600,L,58
2008,1884,1884,6,2,2009,320000,L,1
1898,849,2138,11,2,2009,106000,L,111
1923,624,792,5,1,2009,99500,S,86
1966,1164,1320,6,2,2006,164500,L,40
1986,572,1982,6,2,2009,208000,L,23
2006,1079,1919,8,2,2006,233230,L,0
1972,864,864,5,1,2006,128500,S,34
1999,960,1586,7,2,2008,170000,L,9
2001,1593,1593,5,2,2008,286000,L,7
1920,624,1450,7,1,2008,132000,S,88
1995,691,1498,6,2,2006,187500,L,11
1961,864,864,5,1,2009,122000,S,48
1986,676,1400,6,2,2009,162000,L,23
2002,916,1861,8,2,2006,200000,L,4
1985,741,1732,7,2,2010,178000,L,25
1971,950,950,5,1,2007,119500,S,36
1992,1683,2872,9,2,2007,285000,L,15
1993,384,1091,5,1,2009,131250,S,16
1924,1032,1032,5,1,2006,108000,S,82
1951,1080,1480,7,1,2007,136500,S,56
1931,715,875,5,1,2009,105000,S,78
1976,804,1548,7,2,2009,146000,L,33
1979,1782,1782,6,2,2008,220000,L,29
1920,961,1077,6,1,2007,67000,S,87
1947,0,1137,8,0,2008,96000,S,61
1912,451,759,5,2,2008,85000,L,96
2004,1414,1414,6,2,2010,185500,L,6
1963,1121,1121,5,2,2009,139000,L,46
1947,938,1043,5,1,2006,137000,S,59
2009,1508,1508,5,2,2010,308030,L,1
1996,860,1992,7,2,2007,211000,L,11
2003,1374,1557,7,2,2006,234000,L,3
1977,1096,1118,6,1,2008,171000,S,31
1971,864,864,5,0,2010,115000,S,39
1987,1064,1767,5,2,2006,239000,L,19
1979,1332,1524,4,2,2010,260000,L,31
2005,858,1716,7,2,2006,200825,L,1
1924,1026,1691,6,1,2010,127000,S,86
1980,936,936,4,2,2007,140000,L,27
1930,780,1200,7,0,2008,119000,S,78
1994,948,2110,8,2,2010,205000,L,16
1968,727,1556,8,2,2009,154000,L,41
1940,720,1090,5,1,2008,120000,S,68
1957,0,1340,7,1,2007,120000,S,50
1999,1405,1337,5,2,2010,184000,L,11
2003,1978,1978,8,3,2010,318000,L,7
2005,1684,1684,6,2,2008,266000,L,3
1989,1191,1191,5,2,2010,162500,L,21
1927,520,520,4,1,2008,68500,S,81
1920,1300,1140,6,2,2008,95541,L,88
1945,1028,2320,9,1,2007,259500,S,62
1968,1568,2156,9,2,2006,262500,L,38
1958,1052,1920,8,2,2006,172500,L,48
1940,801,1656,8,2,2008,119164,L,68
1960,1224,1224,7,2,2006,131000,L,46
1965,864,1820,8,2,2008,201800,L,43
1960,1268,1264,6,2,2010,167500,L,50
1994,990,990,5,1,2009,143000,S,15
1926,861,1285,6,2,2006,145400,L,80
2005,1090,2206,10,3,2006,300000,L,1
1979,1524,1524,7,2,2008,245000,L,29
2005,1346,1504,7,2,2008,191000,L,3
2005,1358,1358,6,2,2009,213000,L,4
1995,1200,1200,6,2,2007,177500,L,12
1960,1138,1138,6,2,2009,148000,L,49
1956,894,1074,6,2,2007,124000,L,51
1915,1138,2180,7,2,2007,161000,L,92
2000,1058,1874,7,2,2009,220000,L,9
1935,1024,1738,6,1,2008,153000,S,73
1925,798,1512,7,1,2008,231000,S,83
1970,546,1092,6,0,2008,98000,S,38
1996,1306,2260,7,2,2010,328000,L,14
1968,1461,1721,7,2,2006,180000,L,38
1995,1930,3627,10,3,2006,625000,L,11
1967,1176,1458,7,2,2006,165000,L,39
1946,484,1242,4,1,2007,109900,S,61
1994,990,990,5,0,2007,123600,S,13
1956,882,882,5,1,2009,124500,S,53
1972,494,1030,6,1,2006,116000,S,34
2004,1594,1646,5,2,2008,250000,L,4
1962,1362,1382,6,2,2009,176000,L,47
1930,912,1248,6,1,2007,87000,S,77
1923,784,1603,7,2,2008,138000,L,85
2007,1705,1718,7,3,2009,297000,L,2
1923,833,1848,8,2,2008,207000,L,85
2003,660,1320,6,2,2007,162000,L,4
1994,973,1850,7,2,2009,248000,L,15
1997,975,1950,7,2,2007,239000,L,10
1957,1392,1392,5,2,2010,121500,L,53
1992,1055,1845,8,2,2010,189000,L,18
1969,1844,1844,7,2,2006,223000,L,37
1926,1149,1616,5,1,2007,152000,S,81
2007,1838,1838,7,2,2009,272500,L,2
1938,803,1360,6,1,2006,125500,S,68
1965,1136,1136,5,1,2008,140000,S,43
1968,2110,2110,8,2,2010,244000,L,42
2004,1376,3005,9,3,2009,280750,L,5
2006,2660,2338,8,3,2007,591587,L,1
1998,1629,2475,7,3,2010,355000,L,12
1939,798,1954,8,2,2008,311500,L,69
2003,764,1626,6,2,2009,173000,L,6
1965,1256,1256,6,1,2008,147500,S,43
1970,630,630,3,0,2006,73000,S,36
1998,1389,2582,9,3,2007,322500,L,9
1936,927,1539,5,2,2009,141500,L,73
1971,912,1824,8,0,2010,139000,S,39
2006,1141,1141,6,2,2009,152000,L,3
1939,600,1232,6,1,2007,128000,S,68
1973,483,987,5,1,2008,100000,S,35
2008,2216,2234,9,3,2009,501837,L,1
1977,795,2263,9,2,2006,235000,L,29
1946,407,407,3,1,2008,46500,S,62
1962,980,980,5,2,2009,110000,L,47
1940,756,1134,7,1,2007,126000,S,67
1967,1680,1691,5,2,2009,175000,L,42
1996,870,914,5,2,2006,148000,L,10
1993,1311,2418,9,3,2008,341000,L,15
1960,988,1721,7,2,2008,145000,L,48
1959,528,1183,6,1,2009,138000,S,50
1974,855,1322,6,2,2009,147000,L,35
2002,1459,1459,6,2,2007,192000,L,5
1971,796,796,5,0,2007,138000,S,36
1959,1150,1150,6,1,2006,141000,S,47
1880,1470,3493,10,3,2008,295000,L,128
2005,1168,2500,9,3,2008,355000,L,3
2005,1274,1274,6,2,2007,203000,L,2
1960,1556,1556,8,0,2006,119000,S,46
1956,925,925,5,1,2007,127000,S,51
2007,1234,1234,7,2,2008,179900,L,1
1953,1216,1728,7,1,2007,156000,S,54
1965,648,960,3,1,2006,145000,S,41
1959,864,864,4,1,2006,120000,S,47
1954,1385,1363,5,2,2008,241500,L,54
1979,1625,1625,6,2,2006,242500,L,27
1970,1002,1002,5,2,2009,148500,L,39
2004,956,2084,8,2,2010,233000,L,6
1949,0,1126,5,2,2009,108000,L,60
1992,1168,1187,6,2,2007,160000,L,15
2007,866,1768,7,2,2009,212000,L,2
1995,1230,1239,4,2,2008,217500,L,13
1967,882,900,5,1,2010,122000,S,43
1954,854,1278,6,1,2008,127500,S,54
2007,1316,1316,6,2,2007,200141,L,0
2006,1262,1262,5,2,2006,185000,L,0
2004,716,1432,6,2,2009,188500,L,5
1999,696,1416,6,2,2010,155000,L,11
1993,680,1470,6,2,2009,185000,L,16
2002,1671,2250,7,3,2010,320000,L,8
1956,1898,1898,7,2,2008,236500,L,52
1958,912,912,5,1,2007,114500,S,49
1998,1216,1216,5,2,2006,164000,L,8
1910,728,2019,8,2,2009,167500,L,99
1971,1043,1050,6,1,2009,143000,S,38
1992,384,1482,7,2,2007,163900,L,15
1989,807,1982,7,2,2007,228500,L,18
2006,384,1444,7,2,2010,174000,L,4
1999,744,1501,6,2,2007,176500,L,8
1972,768,768,5,2,2009,133000,L,37
1945,0,998,5,2,2007,89500,L,62
2005,1698,1698,7,3,2010,275000,L,5
1980,1226,1226,4,2,2006,190000,L,26
2007,1369,1369,5,2,2007,213133,L,0
1950,1078,1078,5,1,2010,142125,S,60
1996,384,1628,7,2,2009,189000,L,13
1925,747,1159,5,1,2008,114000,S,83
2006,738,1495,7,2,2007,171925,L,1
1998,794,1796,7,2,2007,211000,L,9
1950,832,2161,8,2,2008,263400,L,58
1977,1694,1694,5,2,2009,318750,L,32
1983,1260,1260,6,2,2008,181900,L,25
2003,782,1489,8,2,2009,192000,L,6
2007,1966,1966,6,3,2007,419005,L,0
1959,864,864,5,1,2009,118000,S,50
1958,1041,1041,6,1,2009,128000,S,51
1900,760,2168,11,2,2009,123000,L,109
1920,1008,1245,6,1,2010,100000,S,90
1910,622,1363,6,2,2010,125500,L,100
2002,872,1909,8,2,2006,197000,L,4
1976,1426,1671,6,2,2008,290000,L,32
1998,935,1632,8,2,2006,176500,L,8
1998,1405,1337,5,2,2008,181000,L,10
1998,1463,1463,5,2,2009,207000,L,11
1963,1000,1000,4,2,2006,164000,L,43
1957,992,1306,5,1,2009,153000,S,52
1974,864,894,5,2,2006,142500,L,32
1959,960,960,4,1,2007,131750,S,48
1939,991,1077,5,1,2008,118000,S,69
1962,1045,1045,6,2,2006,120000,L,44
1958,912,912,5,1,2007,120000,S,49
1996,1325,2538,8,3,2007,330000,L,11
1956,1169,1144,6,1,2009,150000,S,53
1885,777,2290,11,2,2010,122500,L,125
1875,780,1020,6,0,2010,94000,S,135
2007,1092,1092,5,0,2008,146000,S,1
2007,1264,2696,10,3,2007,383970,L,0
2009,1214,1214,6,2,2010,179781,L,1
2000,924,1690,7,2,2007,181000,L,7
2005,547,1072,5,2,2007,140000,L,2
2001,884,2035,8,2,2010,222500,L,9
1964,1486,1486,7,2,2009,167000,L,45
1963,1045,1045,6,1,2009,127000,S,46
2005,768,1536,6,2,2007,167000,L,2
1964,1008,1488,7,2,2006,167000,L,42
1954,936,936,5,1,2006,121000,S,52
2008,1254,1254,5,3,2009,221800,L,1
2006,738,1492,8,2,2006,169985,L,0
2005,1030,2098,8,3,2006,275500,L,1
2005,1524,2358,10,3,2006,329900,L,1
1984,1190,2090,6,2,2007,207500,L,23
2007,1822,1828,9,3,2007,314813,L,0
2004,1686,1694,7,2,2007,307000,L,3
1934,816,816,4,1,2006,129800,S,72
1994,707,1516,7,2,2009,181316,L,15
1966,1024,1086,6,2,2006,159950,L,40
2002,1010,2267,8,2,2009,200000,L,7
2007,1485,1464,6,3,2007,282922,L,0
1998,926,1604,7,2,2008,195500,L,10
1958,864,864,5,2,2006,129900,L,48
1953,911,930,5,1,2008,99000,S,55
1978,456,1034,5,2,2009,149900,L,31
1956,1436,1689,7,2,2009,127500,L,53
1963,1728,1728,10,2,2006,125000,L,43
1974,1434,1434,7,2,2009,157000,L,35
1947,0,912,3,0,2006,80500,S,59
1974,1103,1103,6,2,2006,155000,L,32
1958,1215,1215,6,1,2009,155000,S,51
2004,847,1733,7,2,2010,185088,L,6
